source,target,type,name,node_lat,node_lon,node_tg_lat,node_tg_lon,node_type,node_tg_type,distance,type_num,node_type_num,node_tg_type_num
5812.0,8949.0,road,None,2.471844,48.403021,2.471838,48.400776,road,road,0.2494012291352687,1,1,1
5812.0,6770.0,road,None,2.471844,48.403021,2.478641,48.402133,road,road,0.762202754910734,1,1,1
707.0,343.0,road,None,2.699925,48.403876,2.696839,48.402469,road,road,0.3770583298968575,1,1,1
11331.0,9516.0,road,N4,3.24999,48.701201,3.292156,48.697148,road,road,4.7101846490958295,1,1,1
11331.0,9701.0,road,N4,3.24999,48.701201,3.245685,48.699829,road,road,0.5023422881328846,1,1,1
11331.0,10271.0,road,D15,3.24999,48.701201,3.245023,48.70104,road,road,0.5525943371631291,1,1,1
4388.0,2995.0,road,D159,1.84768,49.106274,1.835449,49.102982,road,road,1.408376843674099,1,1,1
4388.0,11175.0,road,None,1.84768,49.106274,1.856939,49.096597,road,road,1.4888314342242568,1,1,1
10294.0,8924.0,road,D51,1.926902,49.107174,1.910732,49.093217,road,road,2.3745997520506497,1,1,1
6259.0,4298.0,road,D48,2.23087,48.956478,2.232256,48.955308,road,road,0.201622512061325,1,1,1
550.0,892.0,road,D2405A,2.895137,48.958881,2.894379,48.957441,road,road,0.1807687366988764,1,1,1
4541.0,5111.0,road,D449,2.34403,48.476344,2.339229,48.455306,road,road,2.397554962195602,1,1,1
4541.0,9598.0,road,D145,2.34403,48.476344,2.32247,48.457915,road,road,3.152721747367015,1,1,1
6387.0,2149.0,road,None,2.534904,49.024203,2.530716,49.015986,road,road,1.0247236975202991,1,1,1
7545.0,930.0,road,D317,2.530345,49.091645,2.528996,49.078431,road,road,1.4755422140950605,1,1,1
7545.0,1695.0,road,D16,2.530345,49.091645,2.545588,49.085275,road,road,1.8367247316573991,1,1,1
7546.0,7545.0,road,D16,2.52936,49.091677,2.530345,49.091645,road,road,0.109584673734675,1,1,1
7547.0,7546.0,road,D16,2.52825,49.091713,2.52936,49.091677,road,road,0.1234911390067561,1,1,1
1225.0,3095.0,road,None,2.229878,48.889549,2.228178,48.888063,road,road,0.250986816802418,1,1,1
1225.0,8548.0,road,None,2.229878,48.889549,2.232572,48.887619,road,road,0.3684042484427364,1,1,1
1224.0,2718.0,road,None,2.376829,48.890498,2.374155,48.888308,road,road,0.3841963571364959,1,1,1
1223.0,6975.0,road,D87,2.943357,48.892089,2.935095,48.89195,road,road,0.91882214970796,1,1,1
1223.0,5920.0,road,D228,2.943357,48.892089,2.953342,48.889422,road,road,1.149103112662429,1,1,1
1491.0,3756.0,road,None,2.257504,48.845336,2.25697,48.837868,road,road,0.831881229853159,1,1,1
1491.0,1489.0,road,None,2.257504,48.845336,2.258556,48.845302,road,road,0.117038045885736,1,1,1
1487.0,1491.0,road,None,2.255848,48.845389,2.257504,48.845336,road,road,0.1842329357706296,1,1,1
9244.0,1100.0,road,D120,2.419441,48.846321,2.423119,48.845998,road,road,0.4105461675504298,1,1,1
1543.0,8247.0,road,None,2.25478,48.845423,2.24973,48.844073,road,road,0.5812228622028921,1,1,1
1490.0,10585.0,road,D344P,2.809015,48.847479,2.813612,48.843817,road,road,0.6532206816648134,1,1,1
1490.0,7122.0,road,D406,2.809015,48.847479,2.796046,48.842641,road,road,1.5389363773791116,1,1,1
5285.0,4802.0,road,D21,3.091686,48.947008,3.073508,48.92752,road,road,2.9610513070030784,1,1,1
5285.0,2831.0,road,D603,3.091686,48.947008,3.102858,48.945717,road,road,1.2505123994025618,1,1,1
2309.0,3238.0,road,None,2.515158,48.946125,2.52071,48.942101,road,road,0.7622006916715347,1,1,1
2306.0,3938.0,road,D50,2.414352,48.945711,2.422031,48.940803,road,road,1.0131110162698935,1,1,1
5276.0,898.0,road,D157,2.142939,48.944029,2.122869,48.927799,road,road,2.8692879243251053,1,1,1
2309.0,8540.0,road,N370,2.515158,48.946125,2.512546,48.939609,road,road,0.7799443897847264,1,1,1
4044.0,7311.0,road,N2,2.435631,48.945696,2.433183,48.942933,road,road,0.4102640694186255,1,1,1
10262.0,10248.0,road,None,2.34962,48.883442,2.349005,48.877193,road,road,0.6976328346263607,1,1,1
7914.0,946.0,road,D42,1.721111,48.830834,1.755801,48.821022,road,road,4.008546777256573,1,1,1
10646.0,7439.0,road,D120,2.46986,48.83646,2.473977,48.835386,road,road,0.4730820704011257,1,1,1
10262.0,6544.0,road,None,2.34962,48.883442,2.352375,48.880328,road,road,0.4621042761459146,1,1,1
2089.0,7969.0,road,N184,2.256766,49.084182,2.24422,49.075085,road,road,1.722731752442077,1,1,1
2089.0,1694.0,road,None,2.256766,49.084182,2.257876,49.08378,road,road,0.1312596314694604,1,1,1
2084.0,6654.0,road,None,2.004459,49.082371,2.006519,49.081255,road,road,0.2604794435037844,1,1,1
2259.0,8309.0,road,D80,3.130706,48.949346,3.124832,48.945382,road,road,0.7876054631612592,1,1,1
2259.0,6070.0,road,None,3.130706,48.949346,3.133139,48.947891,road,road,0.3150997146318751,1,1,1
201.0,2515.0,road,D301,2.489725,48.861261,2.505383,48.859667,road,road,1.7500717076692742,1,1,1
201.0,3232.0,road,N186,2.489725,48.861261,2.489949,48.860682,road,road,0.0689753096600471,1,1,1
208.0,7377.0,road,None,2.355335,48.860603,2.364186,48.856505,road,road,1.0843947647275205,1,1,1
208.0,3585.0,road,None,2.355335,48.860603,2.352312,48.857246,road,road,0.5020911942006878,1,1,1
6444.0,10544.0,road,None,2.239109,48.706745,2.242303,48.705074,road,road,0.4007587439369911,1,1,1
9193.0,11109.0,road,D116,2.752302,48.489259,2.752609,48.486633,road,road,0.2936519497660665,1,1,1
9193.0,4326.0,road,D135,2.752302,48.489259,2.703486,48.488176,road,road,5.429424175085066,1,1,1
1029.0,4642.0,road,D8,2.339369,48.540011,2.340452,48.536909,road,road,0.3650726615595565,1,1,1
3291.0,5104.0,road,None,2.292351,48.796027,2.287835,48.794417,road,road,0.5330659400490734,1,1,1
5146.0,1255.0,road,N191,1.848751,48.483929,1.85093,48.477567,road,road,0.7474161150398224,1,1,1
1029.0,4642.0,road,None,2.339369,48.540011,2.340452,48.536909,road,road,0.3650726615595565,1,1,1
4750.0,9695.0,road,D75,3.269958,48.733668,3.254817,48.720484,road,road,2.2308507219829314,1,1,1
4750.0,11105.0,road,None,3.269958,48.733668,3.22684,48.732885,road,road,4.795290776746933,1,1,1
4749.0,3001.0,road,None,2.173248,48.731114,2.175441,48.728786,road,road,0.3554940527163904,1,1,1
6192.0,8681.0,road,D53,2.174945,48.779058,2.176378,48.779014,road,road,0.1594173168159375,1,1,1
7713.0,9407.0,road,D130,2.493708,48.780847,2.489796,48.774867,road,road,0.7940637691892383,1,1,1
7744.0,7086.0,road,D5,2.395252,48.780493,2.399173,48.774073,road,road,0.8359502121994891,1,1,1
10267.0,3521.0,road,D5,2.223555,48.882714,2.216072,48.877809,road,road,0.9946709005842688,1,1,1
9315.0,98.0,road,D44E3,2.41429,48.999068,2.419395,48.996989,road,road,0.6128402230344556,1,1,1
9303.0,1864.0,road,D146,1.726527,48.993641,1.735981,48.986479,road,road,1.3186121622960645,1,1,1
9303.0,10007.0,road,D983A,1.726527,48.993641,1.719842,48.99134,road,road,0.7861020349622245,1,1,1
3209.0,9709.0,road,None,2.788714,49.000136,2.788366,48.99965,road,road,0.0664142793813994,1,1,1
3210.0,1330.0,road,None,2.380459,48.998772,2.37909,48.994764,road,road,0.4705861787824205,1,1,1
3463.0,5280.0,road,D920,2.313947,48.775858,2.311016,48.768556,road,road,0.874300169052868,1,1,1
10207.0,6480.0,road,D19,2.479397,48.77672,2.481908,48.774222,road,road,0.3936588649375991,1,1,1
8438.0,350.0,road,D987,2.226807,48.782094,2.23015,48.777128,road,road,0.6653092442185209,1,1,1
7118.0,11061.0,road,D60,2.270357,48.782359,2.27662,48.779253,road,road,0.7772296574126268,1,1,1
8440.0,7124.0,road,D60,2.259039,48.782321,2.256201,48.782244,road,road,0.3156871515634425,1,1,1
11332.0,1481.0,road,None,3.272655,48.417756,3.274761,48.414679,road,road,0.4141513116260604,1,1,1
7124.0,7126.0,road,D60,2.256201,48.782244,2.253153,48.782216,road,road,0.3389364146379138,1,1,1
5068.0,3103.0,road,D409,2.620755,48.417405,2.6443,48.413569,road,road,2.652531327415962,1,1,1
5068.0,3099.0,road,D409,2.620755,48.417405,2.566024,48.41289,road,road,6.106440113497452,1,1,1
5439.0,5041.0,road,D837,2.356169,48.394469,2.375622,48.394015,road,road,2.163662912107823,1,1,1
9370.0,732.0,road,None,2.519762,48.989429,2.527717,48.984506,road,road,1.0399606921462616,1,1,1
9371.0,7548.0,road,None,2.189707,48.987663,2.188472,48.985186,road,road,0.3075861903165272,1,1,1
7902.0,7243.0,road,D386,2.101977,48.872946,2.101867,48.867419,road,road,0.6142826385827742,1,1,1
7901.0,8921.0,road,D6,3.364178,48.875765,3.354891,48.868473,road,road,1.3120955623738515,1,1,1
5990.0,8895.0,road,D219,2.947487,48.308157,2.94799,48.293451,road,road,1.6340264560451103,1,1,1
10199.0,7069.0,road,None,2.071094,48.962635,2.091199,48.956737,road,road,2.3296638882493,1,1,1
10198.0,10352.0,road,None,2.344303,48.964467,2.341885,48.959391,road,road,0.6247674139891332,1,1,1
10198.0,9794.0,road,None,2.344303,48.964467,2.347456,48.964152,road,road,0.3523399964108559,1,1,1
10199.0,7732.0,road,None,2.071094,48.962635,2.069259,48.961182,road,road,0.2601980068354665,1,1,1
505.0,10488.0,road,None,2.591599,48.875151,2.590708,48.874167,road,road,0.1475233634879727,1,1,1
507.0,4973.0,road,D20A,2.447717,48.874519,2.446835,48.873422,road,road,0.1564311012738501,1,1,1
507.0,7205.0,road,D20A,2.447717,48.874519,2.444637,48.872099,road,road,0.4353978122134141,1,1,1
508.0,2249.0,road,D231,2.721941,48.875403,2.729469,48.870986,road,road,0.9702453650764346,1,1,1
6574.0,1820.0,road,None,1.97013,48.834708,1.968621,48.827405,road,road,0.828740973486597,1,1,1
2475.0,2625.0,road,D127,2.038404,48.811563,2.038767,48.807789,road,road,0.4213219900470003,1,1,1
2475.0,6893.0,road,D11,2.038404,48.811563,2.043178,48.809686,road,road,0.5703523396881681,1,1,1
2476.0,7039.0,road,None,2.240263,48.813021,2.237196,48.81181,road,road,0.3666191699407575,1,1,1
2477.0,8104.0,road,None,2.564465,48.81465,2.572204,48.810492,road,road,0.9766584598412272,1,1,1
2477.0,10296.0,road,D235,2.564465,48.81465,2.570151,48.807975,road,road,0.9744433646621024,1,1,1
2478.0,10938.0,road,None,2.186406,48.812747,2.167561,48.808139,road,road,2.157115802839153,1,1,1
11333.0,910.0,road,N12,1.978453,48.800115,1.988622,48.799149,road,road,1.1358255548192095,1,1,1
11333.0,5971.0,road,N12,1.978453,48.800115,1.965729,48.799795,road,road,1.415291082554771,1,1,1
2795.0,7589.0,road,D1,2.289532,48.903448,2.285646,48.901555,road,road,0.4805722743014937,1,1,1
3943.0,8067.0,road,None,1.846195,48.655182,1.854022,48.645101,road,road,1.418694594324013,1,1,1
2611.0,8500.0,road,D26,2.364512,48.571759,2.401096,48.571027,road,road,4.06876801041535,1,1,1
2611.0,572.0,road,D26,2.364512,48.571759,2.352778,48.561279,road,road,1.7487364781556365,1,1,1
2613.0,2935.0,road,D117,2.328737,48.571671,2.338693,48.565771,road,road,1.2865700740988943,1,1,1
5491.0,975.0,road,D64,1.989142,49.138577,1.986551,49.137633,road,road,0.3066107054835353,1,1,1
11334.0,6505.0,road,D159,1.908485,49.137949,1.88966,49.127899,road,road,2.3725782266635886,1,1,1
11334.0,9417.0,road,D159,1.908485,49.137949,1.943374,49.136902,road,road,3.881224297309488,1,1,1
3716.0,8507.0,road,D96,2.813441,48.727994,2.809484,48.711412,road,road,1.89344767124883,1,1,1
3716.0,664.0,road,N4,2.813441,48.727994,2.847257,48.71818,road,road,3.914948362920125,1,1,1
1182.0,7481.0,road,D157,2.331015,48.795049,2.331355,48.794372,road,road,0.0841834965666734,1,1,1
5455.0,6153.0,road,D10,2.052808,48.793118,2.051728,48.791765,road,road,0.1924238198410559,1,1,1
10757.0,8479.0,road,A6,2.446655,48.590102,2.468503,48.572125,road,road,3.1448972784695908,1,1,1
11335.0,2613.0,road,D317,2.336119,48.589739,2.328737,48.571671,road,road,2.1687453864423536,1,1,1
10758.0,1400.0,road,N7,2.477438,48.590331,2.476538,48.58305,road,road,0.8150212131970056,1,1,1
10758.0,8240.0,road,None,2.477438,48.590331,2.47397,48.585526,road,road,0.6585140587667639,1,1,1
10803.0,4420.0,road,None,2.582327,48.823906,2.577755,48.822896,road,road,0.5206157499501438,1,1,1
10803.0,4420.0,road,None,2.582327,48.823906,2.577755,48.822896,road,road,0.5206157499501438,1,1,1
1480.0,286.0,road,D18,2.096813,48.316923,2.104107,48.316623,road,road,0.8117405963137793,1,1,1
1476.0,3225.0,road,D49,2.11644,48.317103,2.113785,48.307334,road,road,1.1249519430071984,1,1,1
10192.0,2900.0,road,None,2.37125,48.827641,2.376344,48.824389,road,road,0.6718437367310801,1,1,1
5094.0,5859.0,road,None,2.334822,48.827466,2.341668,48.82647,road,road,0.7692413329480136,1,1,1
5094.0,2892.0,road,None,2.334822,48.827466,2.335981,48.824114,road,road,0.3940841046976733,1,1,1
10190.0,4659.0,road,None,2.292393,48.827214,2.292392,48.827007,road,road,0.0229991981718939,1,1,1
10192.0,6282.0,road,None,2.37125,48.827641,2.359815,48.826254,road,road,1.2808174634803011,1,1,1
8502.0,6882.0,road,D231,2.544181,48.832854,2.539347,48.829576,road,road,0.6492460965166275,1,1,1
3706.0,752.0,road,None,2.267243,48.831478,2.263691,48.829073,road,road,0.4768653897735672,1,1,1
618.0,2491.0,road,None,2.198341,48.89856,2.198902,48.898177,road,road,0.075513890704685,1,1,1
9050.0,8201.0,road,D60,2.230411,48.737973,2.229094,48.737442,road,road,0.1578820417242175,1,1,1
9051.0,7602.0,road,None,2.765431,48.740236,2.768748,48.73861,road,road,0.4106722838192536,1,1,1
9050.0,987.0,road,D60,2.230411,48.737973,2.237681,48.735784,road,road,0.8441836493857874,1,1,1
9426.0,787.0,road,D190,2.10718,48.897915,2.098731,48.894619,road,road,1.008352164540579,1,1,1
2026.0,6350.0,road,D91,1.990289,48.711159,1.989298,48.707013,road,road,0.4737305034039168,1,1,1
94.0,386.0,road,A4,2.795482,48.83349,2.760083,48.830847,road,road,3.9471195699522976,1,1,1
10529.0,2833.0,road,D40,2.568549,48.945758,2.568135,48.944948,road,road,0.1010699209347818,1,1,1
9104.0,7397.0,road,D29,2.360754,48.944776,2.357071,48.9441,road,road,0.4163606514185763,1,1,1
1502.0,3221.0,road,D49,2.13249,48.363132,2.126832,48.361133,road,road,0.6672014975113144,1,1,1
1502.0,6737.0,road,None,2.13249,48.363132,2.148051,48.354391,road,road,1.984271011181925,1,1,1
3631.0,5743.0,road,N104,2.596162,48.703293,2.608663,48.678672,road,road,3.0678897883664065,1,1,1
3631.0,8341.0,road,N19,2.596162,48.703293,2.597568,48.70252,road,road,0.178367835753348,1,1,1
4202.0,2998.0,road,D64,2.209114,49.113996,2.207131,49.113178,road,road,0.2384974272993496,1,1,1
4202.0,4965.0,road,D64,2.209114,49.113996,2.213235,49.113007,road,road,0.4712265451166256,1,1,1
4202.0,6517.0,road,None,2.209114,49.113996,2.205772,49.108597,road,road,0.7056710658089623,1,1,1
3438.0,8693.0,road,None,2.120044,49.007122,2.121665,49.007017,road,road,0.1806242016843337,1,1,1
3438.0,9329.0,road,None,2.120044,49.007122,2.121121,49.006717,road,road,0.1279335887630853,1,1,1
8846.0,1120.0,road,D190,1.904228,49.005427,1.90116,49.004868,road,road,0.3467563560493171,1,1,1
8913.0,1118.0,road,D139,2.243156,49.008043,2.242885,49.007277,road,road,0.0902871453401001,1,1,1
8913.0,1796.0,road,D502,2.243156,49.008043,2.245765,49.006611,road,road,0.3308746969486246,1,1,1
2279.0,5721.0,road,None,2.452059,48.81748,2.457108,48.817017,road,road,0.5637744724652128,1,1,1
2281.0,9731.0,road,D21,2.818246,48.818615,2.810204,48.817087,road,road,0.9101895329517132,1,1,1
2281.0,6635.0,road,None,2.818246,48.818615,2.829518,48.814396,road,road,1.338108593576639,1,1,1
7717.0,3474.0,road,D150,2.332237,48.816898,2.334538,48.816663,road,road,0.2571882275741098,1,1,1
2280.0,2283.0,road,A4,2.423842,48.817365,2.425429,48.817314,road,road,0.1765572830572864,1,1,1
150.0,3055.0,road,D30,2.038921,48.930721,2.037013,48.929905,road,road,0.2307255322690659,1,1,1
150.0,5048.0,road,None,2.038921,48.930721,2.041803,48.928451,road,road,0.4078337077248619,1,1,1
5435.0,2452.0,road,None,1.692274,48.927399,1.691673,48.922046,road,road,0.5987083149036935,1,1,1
2284.0,2478.0,road,None,2.194116,48.815997,2.186406,48.812747,road,road,0.9302648391576158,1,1,1
7836.0,2774.0,road,None,2.688085,48.481407,2.695058,48.48058,road,road,0.780784375569849,1,1,1
7835.0,10450.0,road,D122,3.251465,48.481533,3.252026,48.478158,road,road,0.3798360169221365,1,1,1
7836.0,1414.0,road,None,2.688085,48.481407,2.693349,48.475025,road,road,0.9192926456681612,1,1,1
5370.0,4565.0,road,D405,3.020834,49.07215,3.018894,49.070258,road,road,0.3011171950452678,1,1,1
5363.0,5186.0,road,D13,2.676929,49.07174,2.678085,49.070701,road,road,0.172746292743781,1,1,1
2682.0,9894.0,road,None,2.385856,49.070601,2.386249,49.06836,road,road,0.2527777768648609,1,1,1
2682.0,2683.0,road,D9,2.385856,49.070601,2.388156,49.070554,road,road,0.2558016308400062,1,1,1
2804.0,7276.0,tram,T1,2.371102,48.933622,2.36319,48.936578,tram,tram,0.939072418600406,5,5,5
7277.0,2231.0,tram,T1,2.449981,48.906496,2.443976,48.906503,tram,tram,0.6677259873413512,5,5,5
11228.0,730.0,tram,T1,2.431231,48.914054,2.435388,48.912667,tram,tram,0.4872438144121704,5,5,5
1034.0,4062.0,tram,T1,2.465733,48.900619,2.470015,48.904715,tram,tram,0.658604776088331,5,5,5
1692.0,11228.0,tram,T1,2.424999,48.915875,2.431231,48.914054,tram,tram,0.7218932995535152,5,5,5
5717.0,5544.0,tram,T1,2.356264,48.938736,2.360847,48.938002,tram,tram,0.516089814323747,5,5,5
11336.0,5431.0,tram,T1,2.327128,48.935011,2.332223,48.935438,tram,tram,0.5685209972957797,5,5,5
5544.0,7276.0,tram,T1,2.360847,48.938002,2.36319,48.936578,tram,tram,0.3048035434920592,5,5,5
1292.0,7277.0,tram,T1,2.454316,48.907776,2.449981,48.906496,tram,tram,0.5025669439107838,5,5,5
11336.0,30.0,tram,T1,2.327128,48.935011,2.321749,48.934617,tram,tram,0.5997172544375741,5,5,5
5022.0,9850.0,road,None,2.732956,48.888742,2.711043,48.885171,road,road,2.46868476787634,1,1,1
371.0,733.0,road,A1,2.504846,48.984904,2.50416,48.984456,road,road,0.0910792176239915,1,1,1
10868.0,2412.0,metro,M6,2.4009,48.841334,2.401078,48.845064,metro,metro,0.414865375209618,3,3,3
5693.0,6581.0,road,None,2.202758,48.983452,2.201162,48.973109,road,road,1.162861525868248,1,1,1
5693.0,4159.0,road,D122,2.202758,48.983452,2.217669,48.977449,road,road,1.7871634256708917,1,1,1
373.0,5392.0,road,None,1.65322,48.978388,1.648163,48.974675,road,road,0.6975049398583859,1,1,1
373.0,10930.0,road,D110,1.65322,48.978388,1.649787,48.974775,road,road,0.5540634156058906,1,1,1
9189.0,8785.0,road,D141,2.269297,48.966381,2.260996,48.965943,road,road,0.9243110987756016,1,1,1
9613.0,1210.0,road,D90,2.477866,48.45301,2.492787,48.448405,road,road,1.7362167917573714,1,1,1
11330.0,11212.0,metro,M6,2.33259,48.83402,2.330803,48.838902,metro,metro,0.577655688765515,3,3,3
9188.0,7.0,road,N301,2.364654,48.966937,2.369784,48.962756,road,road,0.7356352338976055,1,1,1
1654.0,2002.0,road,None,2.35377,48.865815,2.355814,48.865368,road,road,0.2326448648828034,1,1,1
2668.0,9173.0,metro,M6,2.29351,48.871677,2.295694,48.873602,metro,metro,0.3236047633952499,3,3,3
4416.0,11241.0,road,N185,2.229525,48.86682,2.234389,48.865017,road,road,0.5767617113575509,1,1,1
4643.0,270.0,road,None,2.239882,48.866927,2.241622,48.866273,road,road,0.2066749131180263,1,1,1
4641.0,10313.0,road,None,2.364372,48.867653,2.363263,48.867256,road,road,0.1309658116791883,1,1,1
4641.0,5591.0,road,None,2.364372,48.867653,2.365232,48.867136,road,road,0.1115520632715434,1,1,1
10726.0,8559.0,road,None,2.446735,48.868102,2.444275,48.863837,road,road,0.547105106439861,1,1,1
10729.0,268.0,road,D7,2.228047,48.86686,2.227425,48.866096,road,road,0.109497254777093,1,1,1
4643.0,11241.0,road,None,2.239882,48.866927,2.234389,48.865017,road,road,0.6466115504900717,1,1,1
3516.0,5364.0,road,D8A,2.85226,48.880257,2.881371,48.861238,road,road,3.8651520348948423,1,1,1
3522.0,9415.0,road,D117,2.412939,48.878922,2.411653,48.878754,road,road,0.1442095744331497,1,1,1
3520.0,5832.0,road,None,2.378519,48.878762,2.385463,48.873816,road,road,0.9477030518643802,1,1,1
3520.0,2753.0,road,None,2.378519,48.878762,2.370343,48.87791,road,road,0.9140441707594686,1,1,1
3521.0,2644.0,road,D3,2.216072,48.877809,2.217778,48.875571,road,road,0.3127639773314735,1,1,1
6605.0,931.0,road,D64,2.273179,49.098534,2.279496,49.0899,road,road,1.188968830100259,1,1,1
5486.0,2221.0,road,A13A,1.562336,49.032495,1.586706,49.018772,road,road,3.1096341569901145,1,1,1
4937.0,8813.0,road,None,2.253835,48.8402,2.254588,48.837732,road,road,0.2867149818737612,1,1,1
2763.0,6354.0,road,D12,2.265861,48.907343,2.267953,48.903507,road,road,0.4855583059705658,1,1,1
6562.0,8452.0,road,D19,3.003862,48.924031,3.017552,48.912487,road,road,1.9900860512405003,1,1,1
6562.0,4223.0,road,D33A1,3.003862,48.924031,2.974754,48.921501,road,road,3.2488317748608284,1,1,1
6415.0,260.0,road,D392,2.219076,48.921486,2.22038,48.920568,road,road,0.1772809761004631,1,1,1
5149.0,9056.0,road,N3,2.544704,48.923179,2.537583,48.91915,road,road,0.9095552803433062,1,1,1
5115.0,10116.0,road,A86,2.226278,48.921551,2.223666,48.918872,road,road,0.4158863793990327,1,1,1
8996.0,4654.0,road,None,2.417192,48.55487,2.400121,48.547642,road,road,2.0610715273640547,1,1,1
9239.0,8998.0,road,D408,2.968201,48.556329,2.954456,48.556266,road,road,1.5283902780957654,1,1,1
11337.0,8599.0,road,None,2.706773,48.879094,2.713124,48.879092,road,road,0.7061990140578255,1,1,1
6370.0,8312.0,road,D22,2.038522,48.949527,2.032294,48.941586,road,road,1.1217353770126834,1,1,1
2721.0,6230.0,road,D151,2.181967,49.123988,2.181688,49.102717,road,road,2.3637161904343573,1,1,1
2721.0,2998.0,road,D64,2.181967,49.123988,2.207131,49.113178,road,road,3.045019100594989,1,1,1
2660.0,7661.0,road,D915,2.020007,49.122728,2.030765,49.109917,road,road,1.859488005529492,1,1,1
5057.0,4328.0,road,D403,3.282442,48.548419,3.269079,48.54281,road,road,1.6110910273499566,1,1,1
2660.0,7494.0,road,D190,2.020007,49.122728,2.016692,49.117171,road,road,0.7191756531826196,1,1,1
8459.0,4600.0,road,None,2.58801,48.850587,2.588038,48.849975,road,road,0.0680531430782139,1,1,1
8458.0,6842.0,road,None,2.276752,48.849128,2.272767,48.845129,road,road,0.627508269556444,1,1,1
8459.0,4187.0,road,None,2.58801,48.850587,2.58528,48.850217,road,road,0.3063318551964716,1,1,1
6649.0,6952.0,road,D311,2.278505,48.95587,2.276104,48.95541,road,road,0.2718270661455154,1,1,1
5273.0,5796.0,road,None,2.434564,48.849951,2.432382,48.84856,road,road,0.2876601534685545,1,1,1
6648.0,4882.0,road,N2,2.525379,48.957079,2.516571,48.95565,road,road,0.9921862571309332,1,1,1
5273.0,468.0,road,None,2.434564,48.849951,2.434628,48.848422,road,road,0.1700125870026996,1,1,1
8380.0,4755.0,road,None,2.896247,48.851228,2.898424,48.851082,road,road,0.2426137369390495,1,1,1
9564.0,3603.0,road,D55,3.202822,48.798503,3.203819,48.788914,road,road,1.0703389321908436,1,1,1
53.0,9401.0,road,D182,2.153246,48.832736,2.15277,48.831783,road,road,0.1183849087945101,1,1,1
2384.0,9397.0,road,None,2.565407,48.834894,2.567877,48.829165,road,road,0.693133571377766,1,1,1
10514.0,5350.0,road,D191,1.847166,48.92961,1.853348,48.911785,road,road,2.09689139260887,1,1,1
10514.0,7674.0,road,None,1.847166,48.92961,1.864053,48.928283,road,road,1.8835312911576183,1,1,1
4611.0,1475.0,road,None,1.757632,48.928697,1.765382,48.919783,road,road,1.3130742105309237,1,1,1
4611.0,2001.0,road,D158,1.757632,48.928697,1.778029,48.924298,road,road,2.3201412140615703,1,1,1
4613.0,534.0,road,D89,1.519991,48.925984,1.520831,48.925117,road,road,0.1342081680034763,1,1,1
10288.0,6350.0,road,D58,1.995681,48.707166,1.989298,48.707013,road,road,0.7099608390949597,1,1,1
10288.0,6348.0,road,D58,1.995681,48.707166,2.037537,48.707466,road,road,4.654294247362644,1,1,1
1202.0,4920.0,road,None,2.112874,48.842228,2.113969,48.841099,road,road,0.1748248959768765,1,1,1
1201.0,8042.0,road,D42,1.700855,48.838459,1.702039,48.836218,road,road,0.2817318190563773,1,1,1
8997.0,9219.0,road,None,2.745068,48.845278,2.726683,48.839949,road,road,2.1282771850782245,1,1,1
1196.0,3344.0,road,None,2.35487,48.843828,2.355804,48.838027,road,road,0.6528110219603066,1,1,1
8997.0,7863.0,road,D10,2.745068,48.845278,2.75299,48.837902,road,road,1.202953938354156,1,1,1
1197.0,2565.0,road,None,2.28271,48.843417,2.28782,48.841073,road,road,0.6250470478960665,1,1,1
1197.0,9657.0,road,None,2.28271,48.843417,2.278344,48.838449,road,road,0.7350977061084095,1,1,1
1032.0,8840.0,road,None,2.324645,48.843598,2.329785,48.8419,road,road,0.6018722638769943,1,1,1
1032.0,11075.0,road,None,2.324645,48.843598,2.321873,48.840138,road,road,0.4927316997293607,1,1,1
1509.0,4764.0,road,D142,2.559189,48.524517,2.569352,48.520803,road,road,1.203028154842659,1,1,1
1509.0,4762.0,road,D607,2.559189,48.524517,2.562241,48.520755,road,road,0.5383384698266809,1,1,1
2851.0,4961.0,road,None,2.333215,48.860131,2.339891,48.858999,road,road,0.7529158671450722,1,1,1
2852.0,10477.0,road,None,2.346289,48.860172,2.347624,48.858673,road,road,0.2230964274946781,1,1,1
2851.0,4175.0,road,None,2.333215,48.860131,2.332365,48.858472,road,road,0.2071397956328476,1,1,1
6760.0,6755.0,road,None,2.444499,48.906533,2.43891,48.906377,road,road,0.6217100448837302,1,1,1
6760.0,3586.0,road,D40,2.444499,48.906533,2.445584,48.90389,road,road,0.3174407892448943,1,1,1
6757.0,5512.0,road,None,2.244336,48.905393,2.240365,48.904455,road,road,0.4536880834175054,1,1,1
6757.0,10878.0,road,None,2.244336,48.905393,2.245139,48.90391,road,road,0.1874129049402792,1,1,1
6759.0,6747.0,road,N13,2.054561,48.90409,2.06317,48.901015,road,road,1.016435382939918,1,1,1
3747.0,1167.0,road,N104,2.232987,49.073171,2.289227,49.056904,road,road,6.509549851298443,1,1,1
3747.0,2310.0,road,N184,2.232987,49.073171,2.221216,49.070119,road,road,1.352091345770368,1,1,1
1906.0,4905.0,road,D91,2.044274,48.762474,2.041613,48.754402,road,road,0.9445372657015948,1,1,1
1905.0,360.0,road,D160,2.392024,48.764773,2.401199,48.763151,road,road,1.036005635217497,1,1,1
801.0,11240.0,road,D138,1.809155,48.782128,1.802238,48.778997,road,road,0.8441908032309834,1,1,1
