node,lat,lon,city,state,state_num,degree,Degree_Centrality,Clustering_Coefficients,Closeness_Centrality,Betweenness_Centrality,Eigenvector_Centrality,cluster_degree,cluster_state_degree,cluster_Degree_Centrality,cluster_state_Degree_Centrality,cluster_Clustering_Coefficients,cluster_state_Clustering_Coefficients,cluster_Closeness_Centrality,cluster_state_Closeness_Centrality,cluster_Betweenness_Centrality,cluster_state_Betweenness_Centrality,cluster_Eigenvector_Centrality,cluster_state_Eigenvector_Centrality
2067,40.84381,122.62212,Honggutan District,Jiangxi,13,8,0.002943341,0.014489817,0.000705847,0.004031404,0.000366285,24,8,23,8,20,7,0,0,1,1,1,1
1231,41.29516,123.75881,Nancheng,Jiangxi,13,31,0.011405445,0.003098861,0.000664362,0.031413822,0.003703499,8,1,8,1,26,11,0,0,1,1,1,1
2153,40.78719,123.92705,Jinguyuan Development Zone,Fujian,13,15,0.005518764,0.008666097,0.000634277,0.015566346,7.69E-05,17,5,16,5,23,9,0,1,1,1,1,1
354,40.44998,124.0578,Fuzhou City,Fujian,13,25,0.00919794,0.003923736,0.000613941,0.013314909,0.000133074,10,3,10,3,25,11,0,1,1,1,1,1
5,40.34879,124.09754,Fuzhou City,Fujian,13,5,0.001839588,0.008377523,0.000608332,0.001504463,5.37E-07,27,10,26,10,23,9,0,1,1,1,1,1
1438,40.3109,124.20908,Jianning,Fujian,13,5,0.001839588,0.008080686,0.000603916,0.000956175,4.79E-09,27,10,26,10,23,10,0,1,1,1,1,1
215,40.25973,124.27538,Fengze District,Fujian,13,8,0.002943341,0.007054719,0.000600643,0.001180442,1.29E-06,24,8,23,8,23,10,0,1,1,1,1,1
137,40.124974,124.389134,Qingshanhu District,Jiangxi,13,5,0.001839588,0.013083937,0.000592073,0.000366293,2.13E-06,27,10,26,10,20,8,1,1,1,1,1,1
1277,40.71767,123.95225,Liyang City,Jiangsu,13,4,0.00147167,0.006632562,0.000625931,0.003868211,1.66E-06,28,11,27,11,24,10,0,1,1,1,1,1
1984,40.87883,123.91119,Lishui District,Jiangsu,13,11,0.004047093,0.006819308,0.000638852,0.011247619,2.83E-06,21,7,20,6,24,10,0,1,1,1,1,1
446,41.10264,123.7495,Feidong County,Anhui,13,14,0.005150846,0.008723006,0.000654161,0.012207858,3.00E-05,18,5,17,5,23,9,0,1,1,1,1,1
2079,40.04052,122.08168,Jiangning District,Jiangsu,13,4,0.00147167,0.014581146,0.000651748,0.000515155,1.98E-05,28,11,27,11,20,7,0,1,1,1,1,1
1147,42.02005,122.17685,Suzhou Industrial Park,Jiangsu,13,15,0.005518764,0.013333022,0.000707812,0.090465725,0.000966161,17,5,16,5,20,8,0,0,0,0,1,1
1806,40.92814,123.8165,Nanhu District,Zhejiang,13,7,0.002575423,0.00640291,0.000642705,0.003949501,5.34E-05,25,9,24,8,24,10,0,1,1,1,1,1
1024,42.38734,122.52852,Haining,Zhejiang,13,16,0.005886681,0.014616136,0.000687864,0.109538964,0.007158974,16,5,15,5,20,7,0,0,0,0,1,1
2375,41.89833,123.2373,Yuecheng District,Zhejiang,13,11,0.004047093,0.007794926,0.000693384,0.000677226,0.00042925,21,7,20,6,23,10,0,0,1,1,1,1
363,40.67186,123.9869,Shangyu District,Zhejiang,13,9,0.003311258,0.009649345,0.000628297,0.008537157,1.78E-06,23,8,22,7,22,9,0,1,1,1,1,1
108,40.52959,124.04725,Haishu District,Zhejiang,13,4,0.00147167,0,0.000619771,0.003287246,6.03E-07,28,11,27,11,27,12,0,1,1,1,1,1
2272,40.58136,123.99184,Fenghua District,Zhejiang,13,5,0.001839588,0.002793061,0.000623971,0.003947383,5.74E-07,27,10,26,10,26,11,0,1,1,1,1,1
2141,40.969485,123.757972,Linhai,Zhejiang,13,8,0.002943341,0.010138175,0.000646615,0.008640722,8.20E-07,24,8,23,8,22,9,0,1,1,1,1,1
1330,41.199399,123.736544,Jiaojiang District,Zhejiang,13,6,0.002207506,0.004336734,0.000659019,0.008413754,1.28E-05,26,9,25,9,25,11,0,1,1,1,1,1
2199,41.133915,123.741214,Wenling,Zhejiang,13,6,0.002207506,0.004772296,0.000656178,0.009772126,1.97E-05,26,9,25,9,25,11,0,1,1,1,1,1
2669,41.219045,123.70733,Yueqing,Zhejiang,13,2,0.000735835,0.00420187,0.000658152,0.00300222,6.82E-09,29,12,29,12,25,11,0,1,1,1,1,1
1778,41.4515,123.72351,Ouhai District,Zhejiang,13,9,0.003311258,0.009993835,0.000674358,0.020081226,0.000374608,23,8,22,7,22,9,0,0,1,1,1,1
1379,41.49318,123.68324,Luoyuan County,Fujian,13,9,0.003311258,0.007663668,0.000676905,0.021586436,3.22E-05,23,8,22,7,23,10,0,0,1,1,1,1
2659,41.354132,123.900947,Fuzhou City,Fujian,13,4,0.00147167,0,0.000656945,0.003839573,1.67E-05,28,11,27,11,27,12,0,1,1,1,1,1
2812,41.39453,123.984735,Fuqing City,Fujian,13,4,0.00147167,0,0.00065223,0.00310956,4.89E-08,28,11,27,11,27,12,0,1,1,1,1,1
2719,41.384456,124.052518,Raoping County,Guangdong Province,13,4,0.00147167,0,0.000649263,0.002379006,9.10E-11,28,11,27,11,27,12,0,1,1,1,1,1
2749,41.344709,124.064366,Chao'an District,Guangdong Province,13,4,0.00147167,0,0.000647158,0.001647911,1.21E-13,28,11,27,11,27,12,0,1,1,1,1,1
2767,41.316804,124.130142,Puning City,Guangdong Province,13,5,0.001839588,0,0.000643816,0.0014649,2.57E-16,27,10,26,10,27,12,0,1,1,1,1,1
521,41.62584,123.44519,Chengqu,Guangdong Province,13,6,0.002207506,0.005145071,0.000689161,0.014491207,1.11E-06,26,9,25,9,24,11,0,0,1,1,1,1
2316,41.56486,123.53097,Huizhou,Guangdong Province,13,7,0.002575423,0.004749983,0.000684656,0.016617756,0.000209302,25,9,24,8,25,11,0,0,1,1,1,1
712,41.53197,123.61863,Pingshan District,Guangdong Province,13,6,0.002207506,0.003192891,0.000679899,0.015654566,1.97E-06,26,9,25,9,25,11,0,0,1,1,1,1
717,41.34673,123.81984,Longhua District,Guangdong Province,13,2,0.000735835,0.009271023,0.000667133,0.005205226,1.59E-06,29,12,29,12,22,9,0,0,1,1,1,1
72,41.03177,123.73587,Yunxiao County,Fujian,13,6,0.002207506,0.005602734,0.000649769,0.00678938,1.93E-07,26,9,25,9,24,11,0,1,1,1,1,1
2003,40.68583,122.26499,Lianjiang County,Fujian,13,3,0.001103753,0.009495145,0.000676729,0,0.000127364,29,12,28,12,22,9,0,0,1,1,1,1
1919,40.80517,120.73198,Ningde,Fujian,13,4,0.00147167,0.004747573,0.000681826,0.000366428,6.39E-05,28,11,27,11,25,11,0,0,1,1,1,1
1635,41.19448,123.04879,Xiapu,Fujian,13,4,0.00147167,0.009995569,0.000691606,0.001419061,2.40E-05,28,11,27,11,22,9,0,0,1,1,1,1
2625,41.262961,119.415416,Cangnan County,Zhejiang,13,4,0.00147167,0.009540748,0.000702308,0.007115894,1.49E-08,28,11,27,11,22,9,0,0,1,1,1,1
2713,41.119536,119.170946,Pingyang County,Zhejiang,13,4,0.00147167,0.016548863,0.00070807,0.005170364,1.37E-10,28,11,27,11,19,7,0,0,1,1,1,1
2748,40.982702,119.07152,Yueqing,Zhejiang,13,4,0.00147167,0,0.000708842,0.008545989,2.97E-13,28,11,27,11,27,12,0,0,1,1,1,1
2528,40.922134,119.07983,Yuyao,Zhejiang,13,4,0.00147167,0,0.000705544,0.007857278,5.53E-16,28,11,27,11,27,12,0,0,1,1,1,1
2531,40.870594,119.09705,Tongxiang,Zhejiang,13,4,0.00147167,0,0.000702741,0.007181147,8.82E-19,28,11,27,11,27,12,0,0,1,1,1,1
2527,40.749381,119.122646,Jiaxing,Zhejiang,13,4,0.00147167,0,0.000697643,0.006626482,3.99E-21,28,11,27,11,27,12,0,0,1,1,1,1
2783,40.725753,119.141909,Rui'an,Zhejiang,13,4,0.00147167,0,0.000695869,0.006181137,6.35E-24,28,11,27,11,27,12,0,0,1,1,1,1
2502,40.733413,119.213861,Longhai District,Fujian,13,4,0.00147167,0,0.000694054,0.005803233,1.35E-26,28,11,27,11,27,12,0,0,1,1,1,1
2683,40.816267,119.392187,Chaoyang District,Guangdong Province,13,4,0.00147167,0,0.000690644,0.005494359,6.11E-29,28,11,27,11,27,12,0,0,1,1,1,1
2732,40.860614,119.445871,Huilai County,Guangdong Province,13,4,0.00147167,0,0.000689258,0.005187107,1.14E-31,28,11,27,11,27,12,0,0,1,1,1,1
2597,40.885463,119.504966,Huizhou,Guangdong Province,13,4,0.00147167,0,0.000687689,0.004880396,2.42E-34,28,11,27,11,27,12,0,0,1,1,1,1
2778,40.914128,119.552612,Zhao'an,Fujian,13,4,0.00147167,0,0.000686518,0.004574227,3.87E-37,28,11,27,11,27,12,0,0,1,1,1,1
2653,40.87859,119.756246,Fu'an,Fujian,13,4,0.00147167,0,0.00068379,0.004343077,2.16E-39,28,11,27,11,27,12,0,0,1,1,1,1
2591,40.806617,119.823294,Yongjia County,Zhejiang,13,4,0.00147167,0,0.000683946,0.004203059,8.52E-41,28,11,27,11,27,12,0,0,1,1,1,1
2652,40.718952,119.94301,Ninghai County,Zhejiang,13,4,0.00147167,0,0.000684789,0.004082406,1.42E-38,28,11,27,11,27,12,0,0,1,1,1,1
2781,40.701049,120.007071,Sanmen County,Zhejiang,13,4,0.00147167,0,0.000685097,0.003965548,7.63E-36,28,11,27,11,27,12,0,0,1,1,1,1
2782,40.700146,120.073392,Yueqing,Zhejiang,13,4,0.00147167,0,0.000685368,0.00385533,4.77E-33,28,11,27,11,27,12,0,0,1,1,1,1
2716,40.730913,120.109213,Jinjiang City,Fujian,13,4,0.00147167,0,0.00068717,0.003867658,3.60E-30,28,11,27,11,27,12,0,0,1,1,1,1
2548,40.771049,120.209555,Hanjiang,Fujian,13,4,0.00147167,0,0.000692747,0.004067681,9.01E-28,28,11,27,11,27,12,0,0,1,1,1,1
2524,40.728327,120.324901,Hangzhou City,Zhejiang,13,4,0.00147167,0,0.000699462,0.004488834,1.99E-25,28,11,27,11,27,12,0,0,1,1,1,1
2517,40.728388,120.42811,Hui'an County,Fujian,13,4,0.00147167,0,0.000703118,0.005061632,8.33E-23,28,11,27,11,27,12,0,0,1,1,1,1
2558,40.738325,120.533575,Shenshan Special Cooperation Zone,Guangdong Province,13,4,0.00147167,0,0.000707872,0.005653388,2.85E-20,28,11,27,11,27,12,0,0,1,1,1,1
2602,40.79201,120.644825,Longhai District,Fujian,13,4,0.00147167,0,0.000714816,0.006279132,7.15E-18,28,11,27,11,27,12,0,0,1,1,1,1
2627,40.770018,120.807213,Guiping,Guangxi,13,4,0.00147167,0,0.000721659,0.00693074,1.92E-15,28,11,27,11,27,12,0,0,1,1,1,1
2786,40.790661,120.883587,Pinggui,Guangxi,13,4,0.00147167,0,0.000725135,0.007592233,1.03E-12,28,11,27,11,27,12,0,0,1,1,1,1
2546,40.904005,121.012276,Weinan City,Shaanxi,13,4,0.00147167,0,0.000734285,0.008270653,2.16E-10,28,11,27,11,27,12,0,0,1,1,1,1
2660,41.073338,121.050419,Xianyang City,Shaanxi,13,4,0.00147167,0,0.000744764,0.008966542,4.06E-08,28,11,27,11,27,12,0,0,1,1,1,1
2728,41.113211,121.096521,Xianyang City,Shaanxi,13,4,0.00147167,0,0.000747434,0.009663649,3.06E-05,28,11,27,11,27,12,0,0,1,1,1,1
2681,41.263812,124.228052,Baoji City,Shaanxi,13,4,0.00147167,0,0.000638864,0.000732721,8.19E-19,28,11,27,11,27,12,0,1,1,1,1,1
2734,41.247664,124.346678,Baoji City,Shaanxi,13,2,0.000735835,0,0.000632776,0,3.27E-21,29,12,29,12,27,12,0,1,1,1,1,1
630,40.552719,124.251101,Huaiyin District,Shandong,13,4,0.00147167,0,0.000603718,0.009205661,1.10E-06,28,11,27,11,27,12,0,1,1,1,1,1
1769,40.634298,124.308565,Daiyue District,Shandong,13,4,0.00147167,0,0.000601077,0.008657779,3.20E-09,28,11,27,11,27,12,0,1,1,1,1,1
2215,40.68922,124.34756,Qufu City,Shandong,13,4,0.00147167,0,0.000601047,0.008208478,1.42E-12,28,11,27,11,27,12,0,1,1,1,1,1
2126,40.72559,124.37908,Tengzhou City,Shandong,13,4,0.00147167,0,0.000600592,0.007801697,1.26E-15,28,11,27,11,27,12,0,1,1,1,1,1
256,40.75407,124.41868,Xuecheng District,Shandong,13,4,0.00147167,0,0.000598663,0.007395864,2.79E-18,28,11,27,11,27,12,0,1,1,1,1,1
978,40.79884,124.45596,Gulou District,Jiangsu,13,6,0.002207506,0.004330835,0.000596906,0.007071684,6.17E-21,26,9,25,9,25,11,0,1,1,1,1,1
1628,40.86226,124.56636,Gao'an City,Jiangxi,13,8,0.002943341,0.002165417,0.000593761,0.006827805,2.73E-23,24,8,23,8,26,11,1,1,1,1,1,1
679,40.970137,124.693609,West Station Subdistrict,Gansu,13,4,0.00147167,0,0.000589666,0.004153937,4.52E-24,28,11,27,11,27,12,1,1,1,1,1,1
2328,41.223746,125.310983,Menyuan,Qinghai,13,4,0.00147167,0,0.000585696,0.00377153,7.47E-22,28,11,27,11,27,12,1,1,1,1,1,1
674,41.184137,125.169833,Suzhou,Gansu,13,4,0.00147167,0,0.000581892,0.003398602,1.28E-19,28,11,27,11,27,12,1,1,1,1,1,1
206,41.278467,125.327055,Jiayuguan,Gansu,13,4,0.00147167,0,0.000578242,0.003036914,2.18E-17,28,11,27,11,27,12,1,1,1,1,1,1
1329,41.35048,125.377597,Turpan,Xinjiang,13,4,0.00147167,0,0.000579415,0.003200222,8.21E-15,28,11,27,11,27,12,1,1,1,1,1,1
484,41.485539,125.467855,Linze,Gansu,13,4,0.00147167,0,0.000585204,0.003894756,1.72E-12,28,11,27,11,27,12,1,1,1,1,1,1
1957,41.608636,123.36791,Yumen,Gansu,13,4,0.00147167,0.00544982,0.000695129,0.015895318,7.57E-05,28,11,27,11,24,11,0,0,1,1,1,1
2416,40.51931,123.92518,Yongqiao District,Anhui,13,4,0.00147167,0.011583377,0.00062081,0.00263295,1.46E-06,28,11,27,11,21,8,0,1,1,1,1,1
680,40.81492,124.50761,Chuzhou City,Anhui,13,4,0.00147167,0.012992504,0.000594919,0.001652245,1.38E-23,28,11,27,11,20,8,0,1,1,1,1,1
2484,40.81958,124.64862,Liyang City,Jiangsu,13,4,0.00147167,0,0.000584482,0.002196537,1.94E-25,28,11,27,11,27,12,1,1,1,1,1,1
810,40.71986,124.78175,Minhe,Qinghai,13,4,0.00147167,0,0.000497762,0.0014649,1.53E-26,28,11,27,11,27,12,1,1,1,1,1,1
1408,40.55848,124.84279,Sanjiang Dong Autonomous County,Guangxi,13,4,0.00147167,0,0.000497517,0.000732721,4.08E-30,28,11,27,11,27,12,1,1,1,1,1,1
2270,40.48174,124.811205,Nanhai District,Guangdong Province,13,2,0.000735835,0,0.000497269,0,1.08E-33,29,12,29,12,27,12,1,1,1,1,1,1
1829,40.6324,123.94375,Yunyan,Guizhou,13,4,0.00147167,0.008154622,0.000625754,0.00296952,8.75E-09,28,11,27,11,23,10,0,1,1,1,1,1
2706,41.45858,119.556218,Longli,Guizhou,13,4,0.00147167,0.009234666,0.0006928,0.00376652,6.65E-09,28,11,27,11,22,9,0,0,1,1,1,1
1468,41.4974,119.46716,Huaiji County,Guangdong Province,13,8,0.002943341,0.005048344,0.000688775,0.007013189,1.28E-08,24,8,23,8,24,11,0,0,1,1,1,1
2655,41.548115,119.387197,Longzihu District,Anhui,13,4,0.00147167,0.006017467,0.000685914,0.003255268,6.73E-11,28,11,27,11,24,10,0,0,1,1,1,1
37,43.3716,123.72039,Nanqiao District,Anhui,13,6,0.002207506,0.004564688,0.000635566,0.005801416,1.34E-05,26,9,25,9,25,11,0,1,1,1,1,1
2678,43.232942,123.940519,Danyang City,Jiangsu,13,4,0.00147167,0.013694064,0.000642479,0.003146821,4.16E-06,28,11,27,11,20,7,0,1,1,1,1,1
2680,43.188148,124.271347,Xinbei District,Jiangsu,13,4,0.00147167,0.011074407,0.000652022,0.004450477,4.26E-05,28,11,27,11,21,8,0,1,1,1,1,1
310,41.88924,123.25576,Xishan District,Jiangsu,13,4,0.00147167,0.005432175,0.000693286,0,9.23E-07,28,11,27,11,24,11,0,0,1,1,1,1
1457,41.869049,123.285322,Xiangcheng District,Jiangsu,13,8,0.002943341,0.003908756,0.000695664,0.000500487,0.000122513,24,8,23,8,25,11,0,0,1,1,1,1
638,41.834429,123.357375,Dantu District,Jiangsu,13,4,0.00147167,0.007836808,0.000697853,0.000705503,4.10E-05,28,11,27,11,23,10,0,0,1,1,1,1
762,41.16755,123.42883,Dantu District,Jiangsu,13,2,0.000735835,0,0.000644065,0,1.27E-10,29,12,29,12,27,12,0,1,1,1,1,1
1132,41.17038,123.52217,Huishan District,Jiangsu,13,4,0.00147167,0,0.000651793,0.000732721,2.61E-08,28,11,27,11,27,12,0,1,1,1,1,1
824,41.18134,123.55878,Huqiu District,Jiangsu,13,4,0.00147167,0,0.000653503,0.0014649,2.46E-05,28,11,27,11,27,12,0,1,1,1,1,1
2011,40.74343,120.76328,Wafangdian City,Liaoning,13,19,0.006990434,0.049911454,0.000761072,0.138832308,0.017630783,13,4,13,4,9,2,0,0,0,0,1,1
1762,41.335531,121.807887,Yingkou City,Liaoning,13,17,0.006254599,0.052964473,0.000732516,0.135064282,0.011030613,15,4,14,4,8,2,0,0,0,0,1,1
2127,41.55922,122.77147,Jiangbei District,Zhejiang,13,10,0.003679176,0.063602474,0.000713565,0.091521129,0.066289162,22,7,21,7,6,1,0,0,0,0,1,1
2233,41.03833,121.22935,Yingkou City,Liaoning,13,24,0.008830022,0.04722763,0.00075173,0.152378574,0.019410824,11,3,10,3,9,3,0,0,0,0,1,1
87,40.04219,119.84719,Yingkou City,Liaoning,13,10,0.003679176,0.037670038,0.000791224,0.059714893,0.002127972,22,7,21,7,12,4,0,0,0,0,1,1
996,42.7411,124.71433,Yongfu County,Guangxi,13,7,0.002575423,0.044650918,0.00067092,0.033149814,0.004037467,25,9,24,8,10,3,0,0,1,1,1,1
2219,42.7411,124.71433,Guiding,Guizhou,13,10,0.003679176,0.04966833,0.000684492,0.059917494,0.002643611,22,7,21,7,9,2,0,0,0,0,1,1
494,41.44619,122.43066,Yinhai,Guangxi,13,12,0.004415011,0.062410838,0.000719704,0.115925017,0.009126366,20,6,19,6,6,1,0,0,0,0,1,1
1884,40.348462,120.324497,Qinzhou,Guangxi,13,15,0.005518764,0.070196303,0.000774826,0.114314604,0.015011738,17,5,16,5,5,0,0,0,0,0,1,1
1177,42.7411,124.71433,Hepu,Guangxi,13,11,0.004047093,0.04317836,0.00066322,0.052671521,0.006126979,21,7,20,6,10,3,0,0,1,1,1,1
1695,39.657041,121.837837,Laibin,Guangxi,13,6,0.002207506,0.052196306,0.000628019,0.000701124,0.000385724,26,9,25,9,8,2,0,1,1,1,1,1
2002,40.625291,122.428897,Daying County,Sichuan,13,12,0.004415011,0.021709607,0.000682716,0.003289876,0.004291755,20,6,19,6,17,6,0,0,1,1,1,1
2413,40.18957,122.09503,Langfang City,Hebei,13,10,0.003679176,0.028909689,0.000657213,0.002385848,0.000315207,22,7,21,7,14,5,0,1,1,1,1,1
670,39.018567,121.605332,Xiqing District,Tianjin,13,12,0.004415011,0.019164778,0.00060601,0.001420421,0.000322802,20,6,19,6,18,6,0,1,1,1,1,1
1205,39.3302,121.81322,Yunhe District,Hebei,13,4,0.00147167,0.027018379,0.000614843,0.000384821,4.77E-06,28,11,27,11,15,5,0,1,1,1,1,1
1758,40.404792,122.273784,Dezhou City,Shandong,13,5,0.001839588,0.019961917,0.00066995,0.00155972,3.43E-05,27,10,26,10,18,6,0,0,1,1,1,1
1530,40.914379,122.65938,Changchun City,Jilin,13,5,0.001839588,0.010308447,0.000705099,0.001627938,0.005221277,27,10,26,10,22,9,0,0,1,1,1,1
2360,41.117906,122.915734,Changchun City,Jilin,13,6,0.002207506,0.011922439,0.000695998,0.001799603,0.000242501,26,9,25,9,21,8,0,0,1,1,1,1
1089,41.888691,123.917987,Yan'an City,Shaanxi,13,10,0.003679176,0.007905334,0.000681949,0.020975699,0.00202321,22,7,21,7,23,10,0,0,1,1,1,1
1564,42.10505,124.93605,Haicheng City,Liaoning,13,14,0.005150846,0.006911682,0.000650845,0.036360673,0.001007512,18,5,17,5,23,10,0,1,1,1,1,1
2514,42.296868,125.235181,Guang'an City,Sichuan,13,4,0.00147167,0.021040646,0.000643274,0.01208513,9.44E-06,28,11,27,11,17,6,0,1,1,1,1,1
2810,40.212193,124.364699,Guang'an City,Sichuan,13,2,0.000735835,0.009552133,0.000587189,0.000162879,7.92E-09,29,12,29,12,22,9,1,1,1,1,1,1
1494,42.20683,122.32948,Xiangyang,Hubei,13,5,0.001839588,0.047949289,0.000678962,0.000160104,0.005129353,27,10,26,10,9,3,0,0,1,1,1,1
1841,42.70626,122.48658,Zaoyang City,Hubei,13,4,0.00147167,0.026442946,0.000678648,0.043549687,6.96E-05,28,11,27,11,15,5,0,0,1,1,1,1
634,41.436457,120.169981,Zengdu District,Hubei,13,4,0.00147167,0.026095879,0.000691797,0.002811394,7.67E-07,28,11,27,11,15,5,0,0,1,1,1,1
525,41.57658,121.0851,Xiangyang,Hubei,13,4,0.00147167,0.012054277,0.000725182,0.003544487,1.41E-06,28,11,27,11,21,8,0,0,1,1,1,1
1151,42.09529,121.79958,Gucheng County,Hubei,13,7,0.002575423,0.009146397,0.000712779,0.005662755,2.06E-05,25,9,24,8,22,9,0,0,1,1,1,1
1262,39.82603,122.09822,Anlu,Hubei,13,4,0.00147167,0.028827217,0.000639285,0.00070101,1.32E-05,28,11,27,11,14,5,0,1,1,1,1,1
2393,41.555244,122.058921,Yunmeng,Hubei,13,4,0.00147167,0.015163066,0.000727206,0.046618637,7.36E-05,28,11,27,11,19,7,0,0,1,1,1,1
376,41.73742,122.35546,Gaomi City,Shandong,13,4,0.00147167,0,0.000717223,0.003294758,3.72E-05,28,11,27,11,27,12,0,0,1,1,1,1
1881,41.79554,122.46479,Qingzhou City,Shandong,13,4,0.00147167,0,0.000713581,0.002840041,1.76E-07,28,11,27,11,27,12,0,0,1,1,1,1
661,41.87404,122.61355,Weifang City,Shandong,13,4,0.00147167,0,0.000709488,0.002407802,1.69E-05,28,11,27,11,27,12,0,0,1,1,1,1
338,41.98115,123.05685,Zhangqiu District,Shandong,13,4,0.00147167,0.008008337,0.000697232,0.00053801,1.82E-05,28,11,27,11,23,10,0,0,1,1,1,1
102,40.36063,120.4535,Jiaozhou City,Shandong,13,4,0.00147167,0.017176414,0.000773439,0.029415898,1.25E-05,28,11,27,11,19,7,0,0,1,1,1,1
831,42.03195,122.32915,Jimo,Shandong,13,6,0.002207506,0.018741741,0.000703141,0.008083747,0.004231305,26,9,25,9,18,6,0,0,1,1,1,1
442,41.96526,124.40764,Laixi City,Shandong,13,9,0.003311258,0.007398672,0.000663976,0.016800771,3.88E-05,23,8,22,7,23,10,0,0,1,1,1,1
425,42.00046,124.61377,Laiyang City,Shandong,13,6,0.002207506,0.010256613,0.000658124,0.010703051,8.53E-06,26,9,25,9,22,9,0,1,1,1,1,1
1840,41.90812,124.0774,Haiyang City,Shandong,13,4,0.00147167,0.008587328,0.00067606,0.009125777,7.85E-06,28,11,27,11,23,9,0,0,1,1,1,1
51,41.61355,120.98074,Qixia City,Shandong,13,4,0.00147167,0.012146355,0.000720391,0.003235339,2.84E-08,28,11,27,11,21,8,0,0,1,1,1,1
24,39.26631,121.79777,Laishan District,Shandong,13,2,0.000735835,0.018076248,0.000594748,9.77E-05,9.64E-07,29,12,29,12,18,6,0,1,1,1,1,1
2702,41.791867,123.659127,Muping District,Shandong,13,4,0.00147167,0,0.000683792,0.001823812,0.000220759,28,11,27,11,27,12,0,0,1,1,1,1
2616,41.817067,123.727514,Huancui District,Shandong,13,4,0.00147167,0,0.000680813,0.001156767,4.23E-07,28,11,27,11,27,12,0,0,1,1,1,1
2521,41.856904,123.870778,Huancui District,Shandong,13,4,0.00147167,0,0.000679163,0.000840036,3.23E-06,28,11,27,11,27,12,0,0,1,1,1,1
2513,41.987442,124.520478,Rongcheng City,Shandong,13,4,0.00147167,0.009234666,0.000661028,0.005554645,1.41E-07,28,11,27,11,22,9,0,1,1,1,1,1
2308,42.04332,121.75519,Rongcheng City,Shandong,13,5,0.001839588,0.004742311,0.000714116,0.004465926,6.41E-06,27,10,26,10,25,11,0,0,1,1,1,1
1933,41.62138,120.68395,Baoding City,Hebei,13,4,0.00147167,0.016203241,0.000704616,0.003407904,6.27E-07,28,11,27,11,19,7,0,0,1,1,1,1
2050,42.73436,124.70725,Zhengding County,Hebei,13,4,0.00147167,0,0.00064953,0.001643378,1.05E-05,28,11,27,11,27,12,0,1,1,1,1,1
2520,42.10213,122.003214,Tianhe District,Guangdong Province,13,4,0.00147167,0.008924135,0.000707726,0.002777415,5.26E-06,28,11,27,11,22,9,0,0,1,1,1,1
1902,41.28185,121.63322,Dongguan,Guangdong Province,13,4,0.00147167,0.016203241,0.00073892,0.031470313,2.96E-05,28,11,27,11,19,7,0,0,1,1,1,1
1040,37.44938,116.28873,Longhua District,Hainan Province,14,32,0.011773363,0.016684397,0.000794196,0.02031386,0.0283574,8,1,8,1,19,8,0,0,1,1,1,0
1517,36.67069,116.99117,Wenchang City,Hainan Province,14,34,0.012509198,0.015688945,0.000789084,0.033292912,0.014469964,7,1,7,1,19,9,0,0,1,1,1,0
1498,36.18723,117.11078,Wenchang City,Hainan Province,14,15,0.005518764,0.04020432,0.000776209,0.005148865,0.019915798,17,5,16,4,11,4,0,0,1,1,1,0
288,35.55579,116.8409,Wanning,Hainan Province,14,22,0.008094187,0.017305952,0.000779158,0.009067383,0.00940409,12,3,11,3,19,8,0,0,1,1,1,1
1599,35.08061,117.1538,Lingshui Li Autonomous County,Hainan Province,14,8,0.002943341,0.036240368,0.000766647,0.001542759,0.004035241,24,8,23,8,12,5,0,0,1,1,1,1
1286,34.793522,117.255366,Jiyang District,Hainan Province,14,8,0.002943341,0.063783374,0.000766886,0.001129304,0.005567304,24,8,23,8,6,1,0,0,1,1,1,1
1827,36.924,116.63374,Tianya District,Hainan Province,14,11,0.004047093,0.02185756,0.000789375,0.010995039,0.000970066,21,7,20,7,17,7,0,0,1,1,1,1
924,37.1704,116.43973,Xiuying District,Hainan Province,14,8,0.002943341,0.030070512,0.000790797,0.009138041,0.000625725,24,8,23,8,14,6,0,0,1,1,1,1
1923,36.45677,115.94374,Meilan District,Hainan Province,14,27,0.009933775,0.014106126,0.000770322,0.006720653,0.016193429,9,2,9,2,20,9,0,0,1,1,1,0
1999,35.2309,115.5066,Qionghai City,Hainan Province,14,39,0.014348786,0.008709388,0.000778216,0.01687979,0.043078063,6,0,6,0,23,10,0,0,1,1,1,0
1213,34.82553,115.54214,Xiangshui,Hunan,14,11,0.004047093,0.01990927,0.0007755,0.005638683,0.001335961,21,7,20,7,18,8,0,0,1,1,1,1
786,35.06475,115.59583,Shaoshan,Hunan,14,7,0.002575423,0.026473741,0.000775288,0.004455122,0.001003697,25,9,24,9,15,6,0,0,1,1,1,1
2185,35.42373,115.67191,Louxing District,Hunan,14,4,0.00147167,0.02248902,0.000773855,0.002320989,0.000317644,28,11,27,11,17,7,0,0,1,1,1,1
2176,35.60133,115.90172,Loudi,Hunan,14,12,0.004415011,0.022805291,0.000772667,0.004595486,0.00112034,20,6,19,6,16,7,0,0,1,1,1,1
1336,35.81904,115.93772,Huaihua,Hunan,14,8,0.002943341,0.034420326,0.000771785,0.002703866,0.001256357,24,8,23,8,13,5,0,0,1,1,1,1
