node,lat,lon,state,state_num
1439,48.45537,129.582529999999,Heilongjiang,17
149,48.5922899999999,129.43414,Heilongjiang,17
607,47.9867399999999,121.19459,Inner Mongolia,5
1149,48.299629,121.314608,Inner Mongolia,5
1785,48.5444409999999,121.577218,Inner Mongolia,5
1472,48.6801299999999,122.02648,Inner Mongolia,5
853,49.43773,125.10626,Inner Mongolia,5
1726,50.2481409999999,124.194131,Heilongjiang,17
1922,52.75995,123.56752,Heilongjiang,17
491,52.9468699999999,122.36133,Heilongjiang,17
1247,45.26077,130.34253,Heilongjiang,17
708,45.22863,130.40823,Heilongjiang,17
2435,45.21349,130.48068,Heilongjiang,17
2352,45.2477299999999,130.586379999999,Heilongjiang,17
1169,47.16169,123.81447,Heilongjiang,17
1992,51.23413,120.80998,Inner Mongolia,5
1032,50.99208,121.07769,Inner Mongolia,5
1133,50.13987,121.82031,Inner Mongolia,5
647,47.2561949999999,123.962438,Heilongjiang,17
6,45.8116399999999,130.90321,Heilongjiang,17
199,45.7968199999999,130.68438,Heilongjiang,17
2263,44.4670279999999,128.934858999999,Heilongjiang,17
799,47.43023,130.52175,Heilongjiang,17
2420,47.54151,130.47021,Heilongjiang,17
2319,43.6456099999999,124.98872,Jilin,16
1974,43.71369,125.07453,Jilin,16
632,43.7805499999999,125.16404,Jilin,16
2258,43.8478599999999,125.28469,Jilin,16
3,44.0031899999999,125.357699999999,Jilin,16
2347,42.020023,127.079916999999,Jilin,16
2450,42.2043589999999,127.268097,Jilin,16
839,42.2116809999999,127.418522,Jilin,16
1304,42.2071809999999,127.546813,Jilin,16
